name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
Amplify Science 5 - Patterns of Earth and Sky,"Study Earth-Sun-Moon system and patterns in space. Investigate seasons, phases, eclipses, and star motion. Build scale models of solar system. Digital planetarium simulations. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Astronomy, Earth Science, Space Science, Patterns",5,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 5 - Modeling Matter,"Investigate particle nature of matter and chemical reactions. Study phase changes, conservation of mass, and molecular interactions. Conduct experiments testing matter properties. Digital particle modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Chemistry, Matter, Physical Science, Molecular Science",5,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 5 - Ecosystem Restoration,"Study matter and energy flow through ecosystems. Investigate food webs, decomposition, and nutrient cycling. Design ecosystem restoration plans. Field ecology and digital ecosystem modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Ecology, Environmental Science, Conservation",5,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 5 - Earth's Water,"Investigate how water moves through Earth systems. Study water cycle, watersheds, and water conservation. Test water purification methods. Includes watershed mapping and digital water cycle simulation. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Hydrology, Environmental Science, Engineering",5,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 6 - Cells and Systems,"Study structure and function of cells, organs, and body systems. Investigate how systems work together for survival. Model cellular processes and system interactions. Microscopy and digital anatomy. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Biology, Anatomy, Physiology",6,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 6 - Plate Tectonics and Rock Cycling,"Investigate plate boundaries, earthquakes, and rock formation. Model convection currents and tectonic movement. Study rock cycle and geological time. Includes rock identification and digital plate modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Plate Tectonics, Geophysics",6,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 6 - Thermal Energy,Study heat transfer and thermal equilibrium. Design insulation systems and cooling devices. Investigate molecular motion and temperature. Hands-on thermal experiments with particle modeling. 8-10 weeks.,https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Thermodynamics, Energy, Engineering",6,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 6 - Weather Patterns,"Investigate atmospheric circulation, air masses, and severe weather. Analyze weather maps and predict conditions. Study climate zones and global wind patterns. Digital weather modeling and forecasting. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Meteorology, Atmospheric Science, Data Analysis",6,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 7 - Chemical Reactions,"Investigate how substances interact and transform. Study conservation of mass, energy in reactions, and molecular rearrangement. Conduct synthesis and decomposition experiments. Digital molecular modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Chemistry, Chemical Reactions, Physical Science, Molecular Science",7,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 7 - Populations and Resources,"Study population dynamics and ecosystem carrying capacity. Investigate competition, predation, and resource availability. Analyze human impact on ecosystems. Population modeling and field ecology. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Ecology, Population Biology, Environmental Science",7,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 7 - Rock Transformations,"Investigate rock cycle and mineral formation processes. Study metamorphism, crystallization, and geological processes. Identify rocks and minerals. Includes geological timescale and Earth history. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Geology, Mineralogy, Petrology",7,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 7 - Metabolism,"Study how organisms obtain and use energy. Investigate photosynthesis, cellular respiration, and digestion. Model molecular processes in cells. Lab investigations with digital cellular modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Biology, Cellular Biology, Biochemistry",7,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 8 - Forces and Motion,"Investigate Newton's laws through experimentation and modeling. Study velocity, acceleration, and force relationships. Design collision safety systems. Includes motion analysis and force modeling. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Physics, Forces, Motion, Engineering Design",8,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 8 - Genetics,"Study DNA structure, protein synthesis, and inheritance patterns. Investigate mutations and genetic variation. Analyze pedigrees and conduct genetic crosses. Digital DNA modeling and data analysis. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Genetics, Molecular Biology, Biotechnology",8,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 8 - Earth History,"Investigate fossil record and geological evidence of Earth's past. Study radiometric dating, fossil formation, and mass extinctions. Reconstruct ancient environments. Includes fossil analysis and timeline construction. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Earth Science, Paleontology, Geology, Evolution",8,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
Amplify Science 8 - Natural Selection and Adaptation,"Study mechanisms of evolution and natural selection. Investigate adaptation, speciation, and biodiversity. Analyze evidence from fossils, anatomy, and DNA. Population modeling and evolutionary simulations. 8-10 weeks.",https://amplify.com/programs/amplify-science,Amplify Science,Curriculum,"Life Science, Evolution, Genetics, Ecology",8,School-Purchase,Classroom,8-10 weeks,None,High,School-Based,None,School-provided,Not required,None,School-Based,True,True,True,High,True,False,Required,National,Low,True,Teacher
