name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
UCSF High School Intern Program,"Eight-week summer research internship for Bay Area high school students. Work in biomedical research labs at UCSF. Stipend provided. Weekly seminars on research skills, college prep, and career exploration in health sciences.",https://graduate.ucsf.edu/high-school-intern-program,University of California San Francisco,Research Opportunity,"Biomedical Research, Biology, Medicine, Health Sciences, Neuroscience",11-12,Free with stipend,In-Person,8 weeks summer,Intermediate-Advanced,High,March 1 annually,None,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,San Francisco Bay Area,No,High,High
Stanford Institutes of Medicine Summer Research Program (SIMR),"Eight-week residential research program at Stanford for high school students. Work in biomedical and clinical research labs. Housing provided, weekly seminars, and end-of-summer research symposium. Highly competitive.",https://simr.stanford.edu/,Stanford University,Research Opportunity,"Biomedical Research, Biology, Medicine, Genetics, Neuroscience",10-12,"$6,000-$8,000",In-Person,8 weeks residential summer,Advanced,High,February 15 annually,High,Need-based aid available,Yes,Medium,$1000+,True,True,True,High,Conditional,Yes,Low,National,No,High,High
Yale Science & Engineering Association (YSEA) Research Apprenticeship,Summer research program placing Connecticut high school students in Yale research labs. Work with faculty on active research projects. Stipend provided. Focus on increasing diversity in STEM research careers.,https://ysea.yale.edu/,Yale University,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Environmental Science",11-12,Free with stipend,In-Person,6-8 weeks summer,Intermediate-Advanced,High,March 15 annually,None,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,Connecticut,No,High,High
Boston University Research in Science & Engineering (RISE) Program,Six-week summer research internship for high school students. Work in BU labs on active research projects. Weekly professional development workshops. Program includes college credit option and stipend.,https://www.bu.edu/summer/high-school-programs/rise/,Boston University,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Computer Science, Mathematics",10-12,"$3,000-$4,000",In-Person,6 weeks summer,Intermediate-Advanced,High,April 1 annually,High,Limited financial aid available,Yes,Medium,$1000+,True,True,True,High,Conditional,Yes,Low,National,No,High,High
NIH High School Scientific Training and Enrichment Program (HiSTEP),"Year-long research program for DC-area high school students. After-school and summer components. Work in NIH labs on biomedical research. Mentorship from NIH scientists, college prep support, and stipend.",https://www.training.nih.gov/programs/hs/,National Institutes of Health,Research Opportunity,"Biomedical Research, Biology, Medicine, Health Sciences, Genetics",10-11,Free with stipend,In-Person,Academic year + summer,Intermediate-Advanced,High,February 1 annually,None,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,DC Metro Area,No,High,High
"MIT MOSTEC - MIT Online Science, Technology, and Engineering Community","Free six-month online program for underrepresented students. STEM instruction, research project with MIT mentor, college prep, and community building. Virtual format accessible nationwide. Culminates in final project presentation.",https://oeop.mit.edu/programs/mostec,Massachusetts Institute of Technology,Research Opportunity,"All STEM Fields, Engineering, Science, Mathematics, Computer Science",11,Free,Virtual,"6 months, January-June",Intermediate-Advanced,High,October 15 annually,None,N/A - Free program,No,None,Free,True,True,True,High,True,No,High,National,No,High,High
UC Davis Young Scholars Program (YSP),"Free six-week residential research program for California high school students. Students conduct independent research projects with UC Davis faculty mentors. All expenses covered including housing, meals, and materials.",https://ysp.ucdavis.edu/,University of California Davis,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Environmental Science, Computer Science",10-11,Free,In-Person,6 weeks residential summer,Advanced,High,February 1 annually,None,Fully-funded program,Yes,None,Free,True,True,True,High,True,Yes,Low,California,No,High,High
Carnegie Mellon SAMS Research Component,"Part of Summer Academy for Math and Science program. Students conduct independent research projects with CMU faculty. Focus on STEM research skills, college prep, and building research portfolio. Fully-funded for selected students.",https://www.cmu.edu/pre-college/academic-programs/sams.html,Carnegie Mellon University,Research Opportunity,"Mathematics, Computer Science, Engineering, Physical Sciences, Life Sciences",11,Free,In-Person,6 weeks residential summer,Advanced,High,March 1 annually,None,Fully-funded program,Yes,None,Free,True,True,True,High,True,Yes,Low,National,No,High,High
Jackson Laboratory Summer Student Program,"Ten-week paid research internship at JAX labs in Maine. Students work on genetics and genomics research projects. Housing provided, weekly seminars, social activities, and final research symposium. Competitive program.",https://www.jax.org/education-and-learning/high-school-students/summer-student-program,Jackson Laboratory,Research Opportunity,"Genetics, Genomics, Biomedical Research, Computational Biology",11-12,Free with stipend and housing,In-Person,10 weeks residential summer,Advanced,High,February 1 annually,None,Stipend and housing provided,No,None,Free,True,True,True,High,True,Yes,Low,National,No,High,High
Research Mentorship Program (RMP) - Virtual,"Semester-long virtual research mentorship connecting students with university researchers. Structured curriculum teaching research methods, weekly meetings with mentor, and final research presentation. Accessible nationwide.",https://www.pathwaysresearchprogram.org/,Pathways Research Program,Research Opportunity,"All Sciences, Engineering, Mathematics, Computer Science",9-12,"$1,500-$2,000",Virtual,"4-6 months, 3-5 hours per week",Intermediate,High,Rolling admissions,Medium,Scholarships available,Yes,Low,$1000+,True,True,True,High,True,No,High,International,No,Medium,High
Caltech SURF - High School Component,"Summer Undergraduate Research Fellowship program with limited spots for exceptional high school students. Ten-week paid research at Caltech. Work with faculty on cutting-edge projects. Stipend, housing, and travel allowance provided.",https://www.surf.caltech.edu/,California Institute of Technology,Research Opportunity,"Physics, Chemistry, Biology, Engineering, Computer Science, Mathematics",11-12,Free with stipend and housing,In-Person,10 weeks residential summer,Advanced,High,February 22 annually,None,"$7,000 stipend plus housing",No,None,Free,True,True,True,High,True,Yes,Low,International,No,High,High
Princeton University Laboratory Learning Program,"Academic year research program for New Jersey high school students. Students work in Princeton labs 2-3 afternoons per week. Hands-on research experience, mentorship, and college application support. Free program.",https://web.princeton.edu/sites/pli/laboratory-learning/,Princeton University,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Computer Science, Neuroscience",11-12,Free,In-Person,"Academic year, 2-3 afternoons per week",Intermediate-Advanced,High,June 1 annually,None,N/A - Free program,No,Low,Free,True,True,True,High,Conditional,Yes,Low,New Jersey,Low,High,High
Fred Hutchinson Cancer Center High School Internship,"Eight-week summer research internship for Seattle-area students. Work in cancer research labs at Fred Hutch. Stipend provided. Weekly seminars on cancer biology, research careers, and professional development.",https://www.fredhutch.org/en/education-outreach/high-school.html,Fred Hutchinson Cancer Center,Research Opportunity,"Cancer Biology, Biomedical Research, Genetics, Immunology",11-12,Free with stipend,In-Person,8 weeks summer,Intermediate-Advanced,High,March 1 annually,None,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,Seattle Metro Area,No,High,High
Duke University Talent Identification Program (TIP) Research Scholars,"Summer research program connecting high school students with Duke researchers. Three-week intensive research experience. Projects span sciences, engineering, and mathematics. Residential program with mentorship and seminars.",https://tip.duke.edu/programs/research-scholars,Duke University,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Computer Science, Environmental Science",10-12,"$4,000-$5,500",In-Person,3 weeks residential summer,Intermediate-Advanced,High,April 1 annually,High,Need-based aid available,Yes,Medium,$1000+,True,True,True,High,Conditional,Yes,Low,National,No,High,High
Michigan State University High School Honors Science Program (HSHSP),"Seven-week residential research program for high school students. Conduct independent research with MSU faculty. Includes research training, college courses, social activities, and final symposium. Highly competitive.",https://honorsscience.msu.edu/,Michigan State University,Research Opportunity,"Biology, Chemistry, Physics, Engineering, Computer Science, Mathematics",10-11,"$4,000-$5,000",In-Person,7 weeks residential summer,Advanced,High,February 1 annually,High,Need-based aid available,Yes,Medium,$1000+,True,True,True,High,Conditional,Yes,Low,National,No,High,High
