name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
Osmo - Detective Agency,"Geography and world knowledge game solving mysteries globally. Use physical magnifying glass to find clues and travel the world solving cases. Ages 5-12 develop geography, cultural awareness, and deductive reasoning through 60+ mysteries.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Geography, World Cultures, Critical Thinking, Research",K-6,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,Medium,False,Parent
Osmo - Squiggle Magic,"Early learning game for preschoolers combining drawing and letter recognition. Draw squiggles that transform into animated characters teaching letters, shapes, and creativity. Ages 3-5 develop pre-literacy and fine motor skills.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Pre-Literacy, Letters, Shapes, Fine Motor Skills",PreK-K,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,High,False,Parent
Osmo - ABCs,"Alphabet learning game with physical letter tiles. Match uppercase and lowercase letters, learn letter sounds, and build early literacy. Ages 3-6 develop phonics awareness and letter recognition through interactive play.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Pre-Literacy, Alphabet, Phonics, Letter Recognition",PreK-1,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,High,False,Parent
Osmo - Stories,Storytelling and reading comprehension game with physical costume pieces. Dress characters and create interactive stories developing literacy and creativity. Ages 4-7 build narrative skills and reading comprehension.,https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Literacy, Storytelling, Reading Comprehension, Creativity",PreK-2,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,High,False,Parent
Osmo - Costume Party,"Pattern recognition and matching game with costume pieces. Dress on-screen characters by matching physical costume accessories. Ages 3-5 develop visual discrimination, matching skills, and social-emotional learning.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Pattern Recognition, Visual Discrimination, Matching, Social Skills",PreK-K,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,High,False,Parent
Osmo - Creative Starter Kit,"Bundle including Tangram, Numbers, and Words games with Osmo Base. Complete starter package for ages 5-12 covering math, geometry, and literacy. Foundation for hands-on digital learning with three core educational games.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Mathematics, Geometry, Literacy, Multi-Subject",K-6,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,Medium,True,False,Basic,International,Medium,False,Parent
Osmo - Coding Starter Kit,"Bundle with Coding Awbie, Coding Jam, and Coding Duo plus Osmo Base. Comprehensive introduction to programming for ages 5-12 using physical coding blocks. Three games teaching sequencing, loops, and computational thinking.",https://www.playosmo.com/en/coding/,Osmo,Learning Platform,"Computer Science, Programming, Computational Thinking, Logic",K-6,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,Medium,False,Parent
Osmo - Little Genius Starter Kit,"Early learning bundle for ages 3-5 with ABCs, Squiggle Magic, Costume Party, and Stories. Comprehensive preschool curriculum covering letters, shapes, creativity, and social-emotional skills through hands-on play.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Pre-Literacy, Letters, Shapes, Creativity, Social-Emotional",PreK-K,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,High,True,False,Basic,International,High,False,Parent
Osmo - Genius Starter Kit,"Complete learning bundle with five core games: Tangram, Numbers, Words, Newton, and Masterpiece plus Osmo Base. Ages 6-12 comprehensive STEM and creativity education covering math, literacy, physics, and art.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Mathematics, Literacy, Physics, Art, Multi-Subject",1-6,Paid,Home,Self-paced,None,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,Medium,True,False,Basic,International,Medium,False,Parent
Osmo - Math Wizard Series,"Advanced math game series teaching addition, subtraction, multiplication, and division through magical adventures. Physical number and operation tiles solve puzzles and defeat dragons. Ages 6-10 build computational fluency.",https://www.playosmo.com/en/shopping/games/,Osmo,Learning Platform,"Mathematics, Arithmetic, Operations, Number Sense",1-4,Paid,Home,Self-paced,Basic arithmetic,Low,Rolling,High,Not available,Not required,Hardware,$100-$500,True,True,True,Medium,True,False,Basic,International,Medium,False,Parent
Osmo - Parent and Teacher Dashboard,"Free web portal tracking child progress across all Osmo games. View skills developed, time played, levels completed, and areas for growth. Generate progress reports and set learning goals. Monitor multiple children.",https://www.playosmo.com/,Osmo,Learning Platform,"Educational Technology, Progress Tracking, Data Analytics",PreK-6,Free,Online,Variable,None,Medium,Rolling,None,Not applicable,Not required,None,Free,True,True,True,Medium,True,False,Required,International,High,False,Parent
Osmo - Classroom Educator Resources,"Free teaching resources including lesson plans, curriculum guides, and classroom management tools. Standards-aligned activities for integrating Osmo into K-6 classrooms. Professional development materials for educators.",https://www.playosmo.com/,Osmo,Learning Platform,"Educational Resources, Curriculum, Teacher Professional Development",K-6,Free,Online,Variable,None,High,Rolling,None,Not applicable,Not required,None,Free,True,True,True,Medium,True,False,Required,International,Low,False,Teacher
Osmo - Multi-Language Support,"Games available in 20+ languages including Spanish, French, German, Japanese, and Chinese. Language-agnostic games like Tangram and Newton work universally. Supports English language learners and international families.",https://www.playosmo.com/,Osmo,Learning Platform,"Language Support, Accessibility, Inclusive Design",PreK-6,Free,Feature,Not applicable,None,High,Rolling,None,Not applicable,Not required,None,Free,True,True,True,High,True,False,Basic,International,Low,False,None
Osmo - Screen Time Alternative,"Physical hands-on learning reducing passive screen time. Children manipulate real objects while receiving digital feedback. Promotes active learning, motor skills, and healthy tech habits for ages 3-12.",https://www.playosmo.com/,Osmo,Learning Platform,"Hands-On Learning, Active Learning, Healthy Technology Use",PreK-6,Free,Feature,Not applicable,None,Medium,Rolling,None,Not applicable,Not required,None,Free,True,True,True,High,True,False,Basic,International,Medium,False,Parent
Osmo - Special Education Support,"Games designed for children with diverse learning needs including visual, tactile, and kinesthetic learners. Physical manipulation supports fine motor development and multisensory learning. Used in special education classrooms.",https://www.playosmo.com/,Osmo,Learning Platform,"Special Education, Accessibility, Inclusive Design, Multi-Sensory",PreK-6,Free,Feature,Not applicable,None,High,Rolling,None,Not applicable,Not required,None,Free,True,True,True,High,True,False,Basic,International,High,False,Parent
