name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
Raising Student Voice - Physics Problem Solving Competition,Competition testing physics knowledge and problem-solving skills through theoretical and experimental challenges. Multiple difficulty levels available.,https://www.raisingstudentvoice.com/competitions/physics,Raising Student Voice,Competition,"Physics, Mathematics, Applied Science",9-12,Free,Online,1-2 months preparation,Intermediate-Advanced,Moderate,December 15 annually,None,N/A,No,None,Free,True,True,True,Moderate,True,No,High,National,No,Moderate,Low
Raising Student Voice - Agricultural Technology Challenge,"Competition where students develop technological solutions for modern agriculture including precision farming, crop monitoring, and sustainable farming practices.",https://www.raisingstudentvoice.com/competitions/agtech,Raising Student Voice,Competition,"Agricultural Science, Technology, Engineering, Environmental Science",7-12,Free,Hybrid,2-4 months,Beginner-Intermediate,High,June 15 annually,Low,Materials grants available,Yes,Low,Free,True,True,True,High,True,Optional,Moderate,National,Optional,High,High
Raising Student Voice - Middle School STEM Expo,Annual STEM exposition specifically for middle school students (grades 6-8) showcasing projects across all STEM disciplines with emphasis on creativity and innovation.,https://www.raisingstudentvoice.com/competitions/middle-school-expo,Raising Student Voice,Competition,All STEM Fields,6-8,Free,Regional,2-3 months,Beginner,High,April 1 annually,None,N/A,No,Low,Free,True,True,True,High,True,Yes,Low,Regional,Encouraged,High,High
Raising Student Voice - Biology Research Competition,"Competition for original biology research including ecology, genetics, microbiology, botany, and zoology. Students conduct experiments and present findings.",https://www.raisingstudentvoice.com/competitions/biology,Raising Student Voice,Competition,"Biology, Ecology, Genetics, Microbiology, Life Sciences",9-12,Free,Hybrid,3-6 months,Intermediate-Advanced,High,March 30 annually,Low,Lab materials grants available,Yes,Moderate,Free,True,True,True,High,True,Optional,Moderate,National,Optional,High,High
Raising Student Voice - Web Development Challenge,"Competition where students design and develop websites or web applications with focus on functionality, design, accessibility, and social impact.",https://www.raisingstudentvoice.com/competitions/web-dev,Raising Student Voice,Competition,"Web Development, Computer Science, Design, Programming",7-12,Free,Online,2-3 months,Beginner-Intermediate,Moderate,February 28 annually,None,N/A,No,None,Free,True,True,True,Moderate,True,No,High,National,No,High,Moderate
Raising Student Voice - Virtual Reality Innovation Challenge,"Competition where students create virtual reality or augmented reality experiences for education, training, entertainment, or social good.",https://www.raisingstudentvoice.com/competitions/vr-ar,Raising Student Voice,Competition,"Virtual Reality, Augmented Reality, Computer Science, 3D Design",9-12,Free,Online,3-5 months,Advanced,Moderate,January 15 annually,None,N/A,No,None,Free,True,True,True,Moderate,True,No,High,National,No,High,Moderate
Raising Student Voice - Social Impact Tech Challenge,"Competition where students develop technology solutions addressing social justice, equity, accessibility, or community improvement challenges.",https://www.raisingstudentvoice.com/competitions/social-impact,Raising Student Voice,Competition,"Technology, Computer Science, Engineering, Social Innovation",7-12,Free,Hybrid,2-4 months,Beginner-Intermediate,High,May 30 annually,None,N/A,No,Low,Free,True,True,True,High,True,Optional,Moderate,National,Optional,High,High
Raising Student Voice - Nanotechnology Challenge,"Advanced competition focused on nanotechnology research and applications. Students explore nanoscale science, materials, and engineering.",https://www.raisingstudentvoice.com/competitions/nanotech,Raising Student Voice,Competition,"Nanotechnology, Materials Science, Chemistry, Physics, Engineering",10-12,Free,Hybrid,4-6 months,Advanced,High,April 15 annually,Low,Lab access grants available,Yes,Moderate,Free,True,True,True,High,Moderate,Optional,Moderate,National,Optional,Moderate,High
Raising Student Voice - Statistics and Probability Challenge,"Competition testing statistical analysis, probability theory, and real-world data interpretation. Includes individual and team categories.",https://www.raisingstudentvoice.com/competitions/statistics,Raising Student Voice,Competition,"Statistics, Mathematics, Data Analysis, Probability",8-12,Free,Online,1-2 months preparation,Intermediate-Advanced,Moderate,November 30 annually,None,N/A,No,None,Free,True,True,True,Moderate,True,No,High,National,No,Moderate,Low
Raising Student Voice - K-5 Young Innovators Challenge,"Special competition designed for elementary students to explore basic STEM concepts through hands-on projects, simple experiments, and creative problem-solving.",https://www.raisingstudentvoice.com/competitions/young-innovators,Raising Student Voice,Competition,"Basic Science, Math, Engineering, Technology",K-5,Free,Regional,1-2 months,Beginner,High,May 1 annually,None,N/A,No,Low,Free,True,True,True,High,True,Yes,Low,Regional,Encouraged,Moderate,High
