name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
MD Anderson Cancer Center - High School Summer Research Program,"Elite cancer research program for Texas high school students at one of nation's top cancer centers. Students conduct research in cancer prevention, treatment, and biology while learning from world-class oncology researchers.",https://www.mdanderson.org/education-training/high-school-program.html,MD Anderson Cancer Center,Internship,"Cancer Research, Oncology, Molecular Biology, Biomedical Sciences",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 15 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Houston, TX",No,High,High
Broad Institute - Summer Research Program for High School Students,"Genomics and computational biology research internship at MIT/Harvard Broad Institute. High school students work on projects involving genomic medicine, cancer genomics, and data science in biology.",https://www.broadinstitute.org/high-school-summer-research,Broad Institute of MIT and Harvard,Internship,"Genomics, Computational Biology, Data Science, Biomedical Research",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 1 annually,High,Stipend provided,No,High,Free,True,True,True,High,Conditional,Yes,Low,"Cambridge, MA",No,High,High
University of Pittsburgh School of Medicine - Summer Research Program,"Biomedical research internship for local high school students at Pitt Med. Students work in laboratories conducting research in neuroscience, infectious diseases, regenerative medicine, and other biomedical fields.",https://www.medschool.pitt.edu/high-school-research,University of Pittsburgh School of Medicine,Internship,"Biomedical Research, Neuroscience, Infectious Disease, Medicine",10-12,Free,In-Person,8 weeks full-time summer,Intermediate,High,March 15 annually,Low,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,"Pittsburgh, PA",No,Medium,High
Scripps Research - High School Summer Internship Program,"Research experience at Scripps Research Institute for high school students. Interns work on projects in chemical biology, drug discovery, immunology, and neuroscience at world-class biomedical research facility.",https://www.scripps.edu/education/high-school-internship/,Scripps Research Institute,Internship,"Chemical Biology, Drug Discovery, Immunology, Neuroscience",11-12,Free,In-Person,10 weeks full-time summer,Advanced,High,February 15 annually,Medium,Stipend provided,No,Medium,Free,True,True,False,Medium,Conditional,Yes,Low,"La Jolla, CA",No,High,High
Weill Cornell Medicine - Summer High School Research Program,"Biomedical research internship at Weill Cornell Medical College in New York City. Students conduct research in areas including cardiovascular medicine, genetics, neurology, and global health.",https://weill.cornell.edu/education/high-school-summer-research,Weill Cornell Medicine,Internship,"Biomedical Research, Cardiovascular Medicine, Genetics, Neurology",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,March 1 annually,High,Stipend provided,No,High,Free,True,True,False,Medium,Conditional,Yes,Low,"New York, NY",No,High,High
Fred Hutchinson Cancer Center - Summer High School Internship,"Cancer research internship for Pacific Northwest high school students at Fred Hutch. Students work on research projects in cancer biology, immunotherapy, clinical trials, and public health sciences.",https://www.fredhutch.org/en/education-training/high-school-internship.html,Fred Hutchinson Cancer Research Center,Internship,"Cancer Biology, Immunotherapy, Clinical Research, Public Health",11-12,Free,In-Person,8 weeks full-time summer,Intermediate-Advanced,High,February 28 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Seattle, WA",No,Medium,High
Duke University School of Medicine - Summer Research Opportunities,"Research internship program at Duke Med for North Carolina high school students. Interns work in cutting-edge laboratories on projects spanning genetics, neuroscience, biomedical engineering, and clinical research.",https://medschool.duke.edu/education/high-school-programs/summer-research,Duke University School of Medicine,Internship,"Biomedical Research, Genetics, Neuroscience, Biomedical Engineering",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,March 1 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Durham, NC",No,High,High
Children's Hospital of Philadelphia - Summer Research Program,"Pediatric biomedical research internship at CHOP for high school students interested in pediatric medicine and research. Students work on projects related to pediatric diseases, genetics, and developmental biology.",https://www.chop.edu/education/high-school-summer-research,Children's Hospital of Philadelphia,Internship,"Pediatric Medicine, Biomedical Research, Genetics, Developmental Biology",11-12,Free,In-Person,8 weeks full-time summer,Intermediate-Advanced,High,March 15 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Philadelphia, PA",No,Medium,High
Emory University School of Medicine - SURE Program for HS,"Summer Undergraduate Research Experience adapted for exceptional high school students at Emory. Students conduct biomedical research in areas like infectious diseases, neuroscience, and health disparities.",https://med.emory.edu/education/sure-high-school/,Emory University School of Medicine,Internship,"Biomedical Research, Infectious Disease, Neuroscience, Public Health",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 15 annually,Medium,Stipend and housing assistance provided,Yes,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Atlanta, GA",No,High,High
Baylor College of Medicine - High School Summer Science Program,"Intensive biomedical research program for Houston-area high school students. Interns work in Baylor laboratories on projects in molecular biology, genetics, neuroscience, and translational medicine.",https://www.bcm.edu/education/academic-programs/high-school-summer,Baylor College of Medicine,Internship,"Biomedical Research, Molecular Biology, Genetics, Neuroscience",11-12,Free,In-Person,6 weeks full-time summer,Intermediate,High,March 1 annually,Low,Stipend provided,Yes,Low,Free,True,True,True,High,Conditional,Yes,Low,"Houston, TX",No,Medium,High
Washington University School of Medicine - High School Summer Scholars,"Elite biomedical research program at WashU Med for St. Louis area high school students. Students participate in hands-on research projects in cancer biology, immunology, and molecular medicine.",https://medicine.wustl.edu/education-programs/high-school-scholars/,Washington University School of Medicine,Internship,"Biomedical Research, Cancer Biology, Immunology, Molecular Medicine",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 28 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"St. Louis, MO",No,High,High
University of Michigan Medical School - Summer Research Opportunity,"Biomedical research internship at U-M for Michigan high school students. Interns work in medical school laboratories on diverse projects including stem cell research, neuroscience, and precision medicine.",https://medicine.umich.edu/education/high-school-programs/summer-research,University of Michigan Medical School,Internship,"Biomedical Research, Stem Cell Biology, Neuroscience, Precision Medicine",11-12,Free,In-Person,8 weeks full-time summer,Intermediate-Advanced,High,March 1 annually,Medium,Stipend provided,No,Medium,Free,True,True,True,High,Conditional,Yes,Low,"Ann Arbor, MI",No,Medium,High
Nationwide Children's Hospital - Summer Research Internship,"Pediatric research internship for central Ohio high school students at Nationwide Children's Hospital Research Institute. Students conduct research in pediatric health, genetics, and childhood diseases.",https://www.nationwidechildrens.org/research/summer-internship,Nationwide Children's Hospital Research Institute,Internship,"Pediatric Research, Genetics, Childhood Diseases, Health Sciences",11-12,Free,In-Person,8 weeks full-time summer,Intermediate,High,March 15 annually,Low,Stipend provided,No,Low,Free,True,True,True,High,Conditional,Yes,Low,"Columbus, OH",No,Medium,High
Columbia University Irving Medical Center - HS Summer Research,"Biomedical research program at Columbia Medical School for New York area high school students. Interns work alongside faculty on research in genetics, neuroscience, cardiovascular disease, and cancer biology.",https://www.cuimc.columbia.edu/education/high-school-summer-research,Columbia University Irving Medical Center,Internship,"Biomedical Research, Genetics, Neuroscience, Cardiovascular Disease",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 15 annually,High,Stipend provided,No,High,Free,True,True,True,High,Conditional,Yes,Low,"New York, NY",No,High,High
Yale School of Medicine - Summer High School Research Fellowship,"Prestigious research fellowship at Yale Med for Connecticut high school students. Fellows conduct biomedical research in areas including immunology, genetics, neuroscience, and global health.",https://medicine.yale.edu/education/highschool/summer-research/,Yale School of Medicine,Internship,"Biomedical Research, Immunology, Genetics, Neuroscience",11-12,Free,In-Person,8 weeks full-time summer,Advanced,High,February 1 annually,High,Stipend provided,No,High,Free,True,True,True,High,Conditional,Yes,Low,"New Haven, CT",No,High,High
