name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
STEMfinity Engineering Design Process Guide,"Complete guide to the engineering design process for K-12. Templates, worksheets, and examples for defining problems, brainstorming, prototyping, and testing.",https://www.stemfinity.com/STEM-Education,STEMfinity,Curriculum,"Engineering, Design, Problem Solving",K-12,Free,Hybrid,Variable,None,High,None,None,Not applicable,Not required,Basic Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Bridge Building Challenge,Structural engineering challenge where students design and build bridges using everyday materials. Includes load testing and optimization activities.,https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Engineering, Physics, Design",4-12,Free,Hybrid,2-4 hours,None,Medium,None,None,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Medium,True,Teacher
STEMfinity Rocketry Projects,"Design, build, and launch model rockets. Learn about aerodynamics, propulsion, and flight stability through hands-on aerospace engineering.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Aerospace, Engineering, Physics",5-12,Free,Hybrid,3-6 hours,None,Medium,None,Low,Not applicable,Not required,Rocket Kit,Free,False,True,True,Medium,True,False,Required,National,Medium,True,Teacher
STEMfinity Physics Labs and Experiments,"Collection of physics experiments covering motion, forces, energy, electricity, and magnetism. Suitable for middle and high school with minimal equipment.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Physics, Science",6-12,Free,Hybrid,1-2 hours per lab,Low,Medium,None,None,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Chemistry Experiments,"Safe chemistry experiments and demonstrations for all grade levels. Learn about reactions, states of matter, acids and bases using household items.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Chemistry, Science",K-12,Free,Hybrid,30-90 minutes per experiment,None,Medium,None,None,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Medium,False,Teacher
STEMfinity Biology and Life Science Activities,"Hands-on biology activities including dissections, cell models, genetics simulations, and ecosystem studies. Age-appropriate for all grade levels.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Biology, Life Science",K-12,Free,Hybrid,1-3 hours per activity,None,Medium,None,Low,Not applicable,Not required,Basic Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Earth Science and Geology,"Earth science activities covering rocks and minerals, weather, climate, plate tectonics, and space. Includes virtual simulations and hands-on experiments.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Earth Science, Geology, Meteorology",K-12,Free,Hybrid,1-2 hours per activity,None,Medium,None,None,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Elementary Math Games and Activities,"Fun math activities for elementary students covering number sense, operations, geometry, and measurement. Hands-on games and manipulatives.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,Mathematics,K-5,Free,Hybrid,20-45 minutes per activity,None,Medium,None,None,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Medium,False,Teacher
STEMfinity Algebra Problem Sets,"Algebra practice problems with detailed solutions. Topics include equations, inequalities, functions, and graphing for middle and high school.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"Mathematics, Algebra",7-10,Free,Online,Self-paced,Low,Medium,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,Low,False,None
STEMfinity Geometry Projects,"Hands-on geometry projects and explorations. Learn about shapes, angles, transformations, and proofs through construction and visualization.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Mathematics, Geometry",6-10,Free,Hybrid,1-2 hours per project,Low,Medium,None,None,Not applicable,Not required,Basic Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Statistics and Data Analysis,"Learn statistics through real-world data analysis projects. Topics include data collection, graphs, measures of center, and probability.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"Mathematics, Statistics, Data Science",7-12,Free,Hybrid,2-4 hours per project,Low,Medium,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity 3D Printing Projects,Introduction to 3D design and printing. Learn Tinkercad and other CAD software to create models for 3D printing. Project files and tutorials included.,https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"3D Design, Technology, Engineering",5-12,Free,Hybrid,2-4 hours per project,None,Medium,None,Medium,Not applicable,Not required,3D Printer Access,Free,False,True,True,Medium,True,False,Required,National,Low,False,Variable
STEMfinity Maker Projects and Crafts,"Creative maker projects combining art, engineering, and technology. Build electronic greeting cards, LED projects, and simple circuits.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Engineering, Electronics, Art",3-8,Free,Hybrid,1-3 hours per project,None,Medium,None,Low,Not applicable,Not required,Craft Materials,Free,False,True,True,Medium,True,False,Required,National,Medium,False,Variable
STEMfinity Drone Technology Basics,"Introduction to drones, flight principles, and programming. Learn about aeronautics, sensors, and autonomous flight for middle and high school.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"Robotics, Aerospace, Programming",6-12,Free,Hybrid,3-6 hours,Low,Medium,None,Medium,Not applicable,Not required,Drone Equipment,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Teacher Curriculum Guides,"Comprehensive curriculum guides for K-12 STEM teachers. Lesson plans, standards alignment, assessment tools, and classroom management strategies.",https://www.stemfinity.com/STEM-Education,STEMfinity,Professional Development,"STEM Education, Curriculum",K-12,Free,Online,Variable,None,High,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,None,False,Professional
STEMfinity STEM Classroom Setup Guide,"Resources for setting up STEM classrooms, makerspaces, and robotics labs. Equipment recommendations, layout ideas, and budget planning.",https://www.stemfinity.com/STEM-Education,STEMfinity,Professional Development,"STEM Education, Teaching",K-12,Free,Online,Variable,None,High,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,None,False,Professional
STEMfinity Grant Writing Resources,"Guide to finding and applying for STEM education grants. Sample proposals, tips for success, and database of funding opportunities for schools.",https://www.stemfinity.com/STEM-Education,STEMfinity,Professional Development,"STEM Education, Funding",K-12,Free,Online,Variable,None,Medium,Grant deadlines,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,None,False,Professional
STEMfinity Renewable Energy Projects,"Hands-on projects exploring solar, wind, and hydroelectric power. Build working models and learn about sustainable energy solutions.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Environmental Science, Engineering, Energy",4-12,Free,Hybrid,2-4 hours per project,None,Medium,None,Low,Not applicable,Not required,Basic Materials,Free,False,True,True,Medium,True,False,Required,National,Low,False,Teacher
STEMfinity Environmental Engineering Challenges,"Design solutions to environmental problems like water filtration, pollution reduction, and habitat restoration. Real-world engineering challenges.",https://www.stemfinity.com/Free-STEM-Activities,STEMfinity,Learning Platform,"Environmental Engineering, Science, Design",5-12,Free,Hybrid,3-6 hours per challenge,None,Medium,None,Low,Not applicable,Not required,Household Materials,Free,False,True,True,Medium,True,False,Required,National,Low,True,Teacher
STEMfinity Climate Science Education,"Learn about climate change, greenhouse effect, and environmental impact through data analysis and modeling activities.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"Environmental Science, Climate Science, Data Science",6-12,Free,Online,2-4 hours,Low,Medium,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,International,Low,False,Teacher
STEMfinity STEM Career Exploration,"Explore diverse STEM careers through videos, interviews, and virtual job shadowing. Learn about education pathways and career opportunities.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"STEM Careers, Career Exploration",6-12,Free,Online,Self-paced,None,Medium,None,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,National,Low,False,Professional
STEMfinity Women in STEM Profiles,"Profiles of women scientists, engineers, and technologists. Inspiring stories and career paths to encourage girls in STEM fields.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"STEM Careers, Diversity",4-12,Free,Online,Self-directed,None,Medium,None,None,Not applicable,Not required,None,Free,True,True,True,High,True,False,Required,International,Low,False,Professional
STEMfinity Diversity in STEM Resources,"Resources highlighting contributions of underrepresented groups in STEM. Biographical content, discussion guides, and inclusive teaching practices.",https://www.stemfinity.com/STEM-Education,STEMfinity,Learning Platform,"STEM Education, Diversity, Inclusion",K-12,Free,Online,Variable,None,Medium,None,None,Not applicable,Not required,None,Free,True,True,True,High,True,False,Required,National,Low,False,Teacher
