name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
UCONN Mentor Connection High School Research Program,Academic year research mentorship program connecting high school students with university faculty. Students design and conduct independent research projects.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"General STEM, Biology, Chemistry, Engineering",10-12,Free,In-person,Academic year,Medium,High,October 1,Low,True,Not required,Travel,Free,True,True,True,High,Variable,True,Basic,CT,None,True,Professional
Stanford Institutes of Medicine Summer Research Program,Eight-week biomedical research internship at Stanford University. High school students work in research labs on cutting-edge medical science projects.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Biomedical Science, Biology, Chemistry, Neuroscience",11-12,Free,In-person,8 weeks (summer),High,High,February 15,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,CA,None,True,Professional
University of Rochester YSSRP - Young Scholars Research Program,Six-week summer research program pairing high school students with university mentors. Students conduct independent research in STEM fields.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biology, Chemistry, Engineering, Physics, Computer Science",10-12,Free,In-person,6 weeks (summer),High,High,March 1,Low,True,Not required,Travel,Paid-Program,False,True,True,High,Variable,True,Basic,NY,None,True,Professional
Clark Scholars Program at Texas Tech,Seven-week intensive research program where high school students work one-on-one with faculty mentors on original research projects across STEM disciplines.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"General STEM, Biology, Chemistry, Engineering, Physics",11-12,Free,In-person,7 weeks (summer),High,High,January 15,Low,True,Not required,Travel,Paid-Program,False,True,True,High,Variable,True,Basic,TX,None,True,Professional
UC Santa Cruz SIP - Science Internship Program,Eight-week paid internship for high school students in science research. Students work in university labs and complete independent research projects.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Biology, Chemistry, Astronomy, Environmental Science",11-12,Free,In-person,8 weeks (summer),Medium,High,March 1,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,CA,None,True,Professional
Boston Leadership Institute Summer Programs,"Three-week intensive STEM courses for high school students. Hands-on laboratory experience and field trips in medicine, engineering, and science.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Biomedical Science, Engineering, Computer Science",9-12,Free,In-person,3 weeks (summer),Medium,High,April 1,Low,True,Considered,Travel,Paid-Program,False,True,True,Medium,Variable,True,Basic,MA,None,True,Professional
Marine Biological Laboratory High School Research Program,Six-week summer research internship in marine biology at MBL Woods Hole. Students conduct independent research in marine and environmental science.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Marine Biology, Environmental Science, Biology",11-12,Free,In-person,6 weeks (summer),High,High,February 15,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,MA,None,True,Professional
George Washington University CHSI - Conquest of the Heights STEM Institute,"Two-week residential STEM program for underrepresented high school students. Combines hands-on research, mentorship, and college preparation.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"General STEM, Engineering, Computer Science, Biology",10-12,Free,In-person,2 weeks (summer),Medium,High,April 15,None,True,Considered,None,Free,True,True,True,High,True,True,Basic,DC,None,True,Professional
Rockefeller University Summer Science Research Program,Seven-week research program where high school students conduct hands-on biomedical research. Students present findings at end-of-summer symposium.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry, Neuroscience",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,None,True,Professional
Minority Student Pipeline Network Summer Research Early Identification Program,Six-week biomedical research program for underrepresented high school students. Provides hands-on research experience and college preparation.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry",10-12,Free,In-person,6 weeks (summer),Medium,High,March 1,None,True,Considered,None,Free,True,True,True,High,True,True,Basic,National,None,True,Professional
American Museum of Natural History Science Research Mentoring Program,"Academic year research program where high school students work with museum scientists. Includes field trips, lab work, and final research presentations.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biology, Geology, Astronomy, Environmental Science",9-12,Free,In-person,Academic year,Medium,High,October 15,None,True,Considered,None,Free,True,True,True,High,Variable,True,Basic,NY,None,True,Professional
Fermilab TARGET - Teachers and Researchers Generating Excitement for Technology,"Two-week summer program introducing high school students to particle physics through hands-on activities, lectures, and lab tours at Fermilab.",https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Physics, Engineering, Computer Science",10-12,Free,In-person,2 weeks (summer),Medium,High,March 15,Low,True,Not required,Travel,Free,False,True,True,High,Variable,True,Basic,IL,None,True,Professional
NIST Summer Institute for Middle School Students (now HS),Four-week summer program at National Institute of Standards and Technology. High school students participate in hands-on science and engineering projects.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Physics, Engineering, Chemistry, Computer Science",9-10,Free,In-person,4 weeks (summer),Medium,High,March 1,Low,True,Not required,Travel,Free,True,True,True,High,Variable,True,Basic,MD,None,True,Professional
Simons Summer Research Program,Seven-week research program at Stony Brook University where high school students work on independent projects with faculty mentors in STEM fields.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"General STEM, Biology, Chemistry, Physics, Mathematics",11-12,Free,In-person,7 weeks (summer),High,High,January 15,Low,True,Not required,Travel,Paid-Program,False,True,True,High,Variable,True,Basic,NY,None,True,Professional
WTP - Women's Technology Program at MIT,Four-week residential summer program introducing young women to engineering and computer science through hands-on projects and classes.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Engineering, Computer Science, Electrical Engineering",11,Free,In-person,4 weeks (summer),Medium,High,February 1,None,True,Not required,None,Free,True,True,True,High,True,True,Basic,MA,None,True,Professional
"NASA SEES - Summer of Engineering, Exploration and Science",Virtual Earth science internship for high school students. Students work with NASA scientists on authentic research projects using satellite data.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Environmental Science, Astronomy, Physics, Computer Science",9-12,Free,Online,6 weeks (summer),Medium,High,March 15,None,True,Not required,None,Free,True,True,True,High,True,False,Required,National,None,True,Professional
Duke University TIP Summer Studies,Three-week residential program offering intensive courses in STEM fields for academically talented high school students. Includes hands-on projects and labs.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"General STEM, Biology, Engineering, Computer Science",9-12,Free,In-person,3 weeks (summer),High,High,April 1,Low,True,Considered,Travel,Paid-Program,False,True,True,High,Variable,True,Basic,NC,None,True,Professional
Brookhaven National Lab High School Research Program,Seven-week paid internship where high school students conduct research in physical sciences alongside BNL scientists and engineers.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Internship,"Physics, Chemistry, Engineering, Computer Science",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,None,True,Professional
Roswell Park Cancer Institute High School Summer Research Fellowship,Eight-week cancer research internship for high school students. Students work in cutting-edge labs studying cancer biology and treatment.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biomedical Science, Biology, Chemistry",11-12,Free,In-person,8 weeks (summer),High,High,March 1,Low,True,Not required,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NY,None,True,Professional
University of Maryland SEA - Summer Engineering Academy,One-week residential program introducing high school students to various engineering disciplines through hands-on projects and lab tours.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Summer Program,"Engineering, Computer Science, Mechanical Engineering",10-12,Free,In-person,1 week (summer),Low,High,April 15,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,MD,None,True,Professional
Princeton Laboratory Learning Program,Seven-week summer research internship at Princeton University. High school students conduct independent research projects in STEM labs.,https://pathwaystoscience.org/programs.aspx,Pathways to Science,Research,"Biology, Chemistry, Physics, Engineering, Computer Science",11-12,Free,In-person,7 weeks (summer),High,High,February 1,Low,True,Considered,Travel,Paid-Program,True,True,True,High,Variable,True,Basic,NJ,None,True,Professional
