name,description,url,source,category,stem_fields,target_grade,cost,location_type,time_commitment,prerequisite_level,support_level,deadline,financial_barrier_level,financial_aid_available,family_income_consideration,hidden_costs_level,cost_category,diversity_focus,underrepresented_friendly,first_gen_support,cultural_competency,rural_accessible,transportation_required,internet_dependency,regional_availability,family_involvement_required,peer_network_building,mentor_access_level
Sphero Physics Lab Activities,"Physics experiments using Sphero robots as data collection tools. Measure speed, acceleration, force, and angles. Graphing and data analysis.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Physics, Science, Mathematics, Data Science",6-12,Free,Hybrid,1-2 hours per lab,Low,High,Rolling,High,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,Low,True,Teacher
Sphero Math Maze Activities,"Mathematics practice through maze navigation. Geometry, measurement, angles, and problem-solving. Sphero robots navigate mathematical challenges.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Mathematics, Geometry, Problem Solving",3-8,Free,Hybrid,30-60 minutes per activity,None,High,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,Low,True,Teacher
Sphero Robotics Design Challenges,"Engineering design challenges using Sphero robots. Build accessories, create games, solve real-world problems. Collaborative project-based learning.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Engineering, Robotics, Design, Problem Solving",4-12,Free,Hybrid,2-5 hours per challenge,Low,High,Rolling,Medium,False,Not required,Hardware-Materials,Free,False,True,True,Medium,True,False,Required,International,Optional,True,Teacher
Sphero Art and Animation Projects,"Create art using Sphero robots. Light painting, drawing with robots, programmed art installations. STEAM integration of technology and creativity.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Art, Technology, Programming, STEAM",K-12,Free,Hybrid,1-3 hours per project,None,High,Rolling,Medium,False,Not required,Hardware-Art Supplies,Free,False,True,True,High,True,False,Required,International,Optional,True,Teacher
Sphero Storytelling and Narrative Coding,"Create interactive stories by programming Sphero robots. Combine literacy, creativity, and coding. Character development and plot sequences.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Coding, Literacy, Creativity, STEAM",2-8,Free,Hybrid,2-4 hours per project,None,High,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,High,True,False,Required,International,Optional,True,Teacher
Sphero Python Programming Course,Learn Python programming using Sphero RVR robot. Text-based coding for advanced students. Real-world programming applications and sensor integration.,https://edu.sphero.com/,Sphero Education,Learning Platform,"Computer Science, Python, Programming, Robotics",9-12,Free,Hybrid,12-16 weeks,Medium,High,Rolling,High,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,Low,True,Teacher
Sphero Sensor Programming and Data Science,"Advanced robotics using Sphero sensors. Collect environmental data, analyze trends, build data-driven applications. STEM integration.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Data Science, Robotics, Programming, Science",8-12,Free,Hybrid,Variable,Medium,High,Rolling,High,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,Low,True,Teacher
Sphero Teacher Training and Certification,"Free professional development for educators. Learn to integrate Sphero robots into curriculum. Best practices, classroom management, and lesson planning.",https://edu.sphero.com/,Sphero Education,Professional Development,"STEAM Education, Teaching, Curriculum",K-12,Free,Online,Self-paced,None,High,Rolling,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,International,None,True,Professional
Sphero Classroom Setup and Implementation Guide,"Resources for implementing Sphero robotics in classrooms. Device management, student grouping strategies, assessment tools, and troubleshooting.",https://edu.sphero.com/,Sphero Education,Professional Development,"STEAM Education, Teaching",K-12,Free,Online,Variable,None,High,Rolling,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,International,None,False,Professional
Sphero Star Wars Droid Coding,"Learn coding through Star Wars-themed activities. Program BB-8, R2-D2, and other Star Wars droids. Engaging introduction to robotics for all ages.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Robotics, Coding, Programming",2-8,Free,Hybrid,Variable,None,High,Rolling,High,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,Optional,True,Teacher
Sphero indi Early Learning Robot,"Screen-free coding robot for early elementary. Color-based programming, problem-solving, and computational thinking without screens. Ages 4-7.",https://sphero.com/pages/education,Sphero Education,Learning Platform,"Coding, Problem Solving, Computational Thinking",PreK-2,Free,Hybrid,Variable,None,High,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,Medium,True,False,None,International,High,True,Teacher
Sphero Global Challenge Competition,"Annual robotics competition for students worldwide. Design challenges, coding competitions, and creative projects. Virtual and in-person events.",https://sphero.com/pages/education,Sphero Education,Competition,"Robotics, Engineering, Coding, Design",K-12,Free,Hybrid,Competition season,Low,High,Annual,Medium,False,Not required,Hardware,Free,False,True,True,High,True,False,Required,International,Optional,True,Teacher
Sphero Community Projects and Sharing,Online community for sharing Sphero projects and programs. Learn from other educators and students. Collaborative coding and project galleries.,https://edu.sphero.com/,Sphero Education,Learning Platform,"Coding, Robotics, Community Learning",K-12,Free,Online,Variable,None,Medium,Rolling,None,Not applicable,Not required,Optional Hardware,Free,False,True,True,High,True,False,Required,International,Optional,True,Community
Sphero NGSS Science Curriculum,"Next Generation Science Standards-aligned activities. Use Sphero robots to teach science concepts, conduct experiments, and collect data.",https://edu.sphero.com/,Sphero Education,Curriculum,"Science, Physics, Engineering, Data Science",K-12,Free,Hybrid,Variable,None,High,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,National,Low,True,Teacher
Sphero CSTA Computer Science Standards Pathway,CSTA standards-aligned computer science curriculum. Progressive learning pathway from K-12. Covers all CS concepts using Sphero robots.,https://edu.sphero.com/,Sphero Education,Curriculum,"Computer Science, Programming, Algorithms",K-12,Free,Hybrid,Variable,None,High,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,National,Low,True,Teacher
Sphero At-Home Learning Activities,Activities designed for home learning and parent engagement. No teacher required. Self-guided lessons for families learning together.,https://edu.sphero.com/,Sphero Education,Learning Platform,"STEAM, Coding, Robotics",K-12,Free,Home,Variable,None,Medium,Rolling,Medium,False,Not required,Hardware,Free,False,True,True,Medium,True,False,Required,International,High,False,None
Sphero Parent and Educator Resources,"Guides for parents and educators new to robotics. Setup instructions, activity ideas, troubleshooting, and learning progression recommendations.",https://edu.sphero.com/,Sphero Education,Learning Platform,"STEAM Education, Robotics",K-12,Free,Online,Variable,None,High,Rolling,None,Not applicable,Not required,None,Free,False,True,True,Medium,True,False,Required,International,High,False,None
Sphero Accessible Coding Features,"Accessibility features in Sphero robots and apps. Voice commands, screen readers, switch control, and adaptive programming for students with disabilities.",https://edu.sphero.com/,Sphero Education,Learning Platform,"Computer Science, Accessibility, Inclusive Design",K-12,Free,Hybrid,Variable,None,High,Rolling,Medium,False,Not required,Hardware,Free,True,True,True,High,True,False,Required,International,Optional,True,Teacher
Sphero Multilingual Learning Resources,Sphero Edu app and resources available in multiple languages. Global accessibility for non-English speaking students and international classrooms.,https://edu.sphero.com/,Sphero Education,Learning Platform,"STEAM, Coding, Robotics",K-12,Free,Hybrid,Variable,None,High,Rolling,Medium,False,Not required,Hardware,Free,True,True,True,High,True,False,Required,International,Optional,True,Teacher
