file_source,name,missing_fields,severity,field_count,issue_type,issues,description
brilliant_org_programs.csv,Brilliant.org Probability and Statistics,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Machine Learning,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Chemistry,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Number Theory,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Logic and Deduction,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Daily Challenges,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Premium Subscription,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Quantum Computing,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Scientific Thinking,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Math Competition Preparation,,MEDIUM,,invalid_values,Unusual category: Online Course,
brilliant_org_programs.csv,Brilliant.org Astronomy and Astrophysics,,MEDIUM,,invalid_values,Unusual category: Online Course,
cmu_precollege_programs.csv,AI Scholars,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,CS Scholars,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,National High School Game Academy,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Computational Biology,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Summer Academy for Math and Science,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Architecture Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Design Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Global Cultures and Emerging Technology,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Leadership Development Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Drama Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Music Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Art Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Writing & Culture Program,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Summer Session,,MEDIUM,,invalid_values,Unusual category: University Pre-College; Unusual location_type: Residential,
cmu_precollege_programs.csv,Robotics Academy,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Pre-College Programs,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Academic Programs,,MEDIUM,,invalid_values,Unusual location_type: Residential,
cmu_precollege_programs.csv,Community Engagement & Leadership Development,,MEDIUM,,invalid_values,Unusual location_type: Residential,
coding_school_programs.csv,The Coding School School Partnerships,,MEDIUM,,invalid_values,Unusual category: School Partnership,
congress_app_challenge.csv,Congressional App Challenge #HouseOfCode Event,,MEDIUM,,invalid_values,Unusual category: National Showcase Event; Unusual location_type: National,
congress_app_challenge.csv,Congressional App Challenge Webinar Series,,MEDIUM,,invalid_values,Unusual category: Educational Webinar,
congress_app_challenge.csv,Congressional App Challenge Resources Hub,,MEDIUM,,invalid_values,Unusual category: Educational Resources,
congress_app_challenge.csv,Congressional App Challenge Educator Support,,MEDIUM,,invalid_values,Unusual category: Educator Resources,
congress_app_challenge.csv,Congressional App Challenge Alumni Network,,MEDIUM,,invalid_values,Unusual category: Alumni Network,
coursera_highschool_programs.csv,Python for Everybody Specialization,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Computer Science and Programming,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Code Yourself! An Introduction to Programming,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Calculus,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Data Science,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Chemistry: Reactions and Ratios,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Physics,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Machine Learning,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Biology,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Web Design for Everybody,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Mathematics for Machine Learning,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Cybersecurity Fundamentals,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Environmental Science,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Robotics: Foundations,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Game Design and Development,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Statistics with R,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Introduction to Engineering,,MEDIUM,,invalid_values,Unusual category: Online Course,
coursera_highschool_programs.csv,Algorithms Specialization,,MEDIUM,,invalid_values,Unusual category: Online Course,
cyberpatriot_programs.csv,CyberPatriot National Finals Competition,,MEDIUM,,invalid_values,Unusual category: Championship Event,
cyberpatriot_programs.csv,CyberPatriot Elementary School Cyber Education Initiative,,MEDIUM,,invalid_values,Unusual location_type: School-based,
davidson_awards.csv,Davidson Fellows - Science Category,,MEDIUM,,invalid_values,Unusual category: Research Award,
davidson_awards.csv,Davidson Fellows - Technology Category,,MEDIUM,,invalid_values,Unusual category: Research Award,
davidson_awards.csv,Davidson Fellows - Mathematics Category,,MEDIUM,,invalid_values,Unusual category: Research Award,
davidson_awards.csv,Davidson Fellows Award Application Resources,,MEDIUM,,invalid_values,Unusual category: Application Resources,
destination_imagination_programs.csv,Destination Imagination Technical Challenge,,MEDIUM,,invalid_values,Unusual location_type: Regional tournaments,
destination_imagination_programs.csv,Destination Imagination Scientific Challenge,,MEDIUM,,invalid_values,Unusual location_type: Regional tournaments,
destination_imagination_programs.csv,Destination Imagination Engineering Challenge,,MEDIUM,,invalid_values,Unusual location_type: Regional tournaments,
destination_imagination_programs.csv,Destination Imagination Fine Arts Challenge,,MEDIUM,,invalid_values,Unusual location_type: Regional tournaments,
destination_imagination_programs.csv,Destination Imagination Improvisational Challenge,,MEDIUM,,invalid_values,Unusual location_type: Regional tournaments,
destination_imagination_programs.csv,Destination Imagination Service Learning Project,,MEDIUM,,invalid_values,Unusual location_type: Community-based and regional tournaments,
destination_imagination_programs.csv,Destination Imagination Early Learning Challenge,,MEDIUM,,invalid_values,Unusual location_type: School-based and regional events,
destination_imagination_programs.csv,Destination Imagination Rising Stars Challenge,,MEDIUM,,invalid_values,Unusual location_type: School or home-based,
destination_imagination_programs.csv,Destination Imagination Global Finals,,MEDIUM,,invalid_values,Unusual location_type: International tournament (May),
destination_imagination_programs.csv,Destination Imagination Instant Challenge Workshops,,MEDIUM,,invalid_values,Unusual location_type: Regional workshops,
destination_imagination_programs.csv,Destination Imagination Project Outreach,,MEDIUM,,invalid_values,Unusual location_type: School and community-based,
ecybermission_programs.csv,eCYBERMISSION National Judging & Educational Event,,MEDIUM,,invalid_values,Unusual category: National Finals Event; Unusual location_type: National,
ecybermission_programs.csv,eCYBERMISSION Team Advisor Resources,,MEDIUM,,invalid_values,Unusual category: Educator Resources,
edx_highschool_programs.csv,CS50: Introduction to Computer Science,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,AP Computer Science A: Java Programming,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Python Programming,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Biology: The Secret of Life,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Engineering and Design,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Calculus 1A: Differentiation,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Calculus 1B: Integration,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Chemistry: Reactions and Ratios,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Environmental Science,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,AP Physics 1: Mechanics,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Data Science: R Basics,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Cybersecurity,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Web Development for Beginners,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Artificial Intelligence (AI),,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Robotics,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Statistics and Probability,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Electronics for Beginners,,MEDIUM,,invalid_values,Unusual category: Online Course,
edx_highschool_programs.csv,Introduction to Quantum Computing,,MEDIUM,,invalid_values,Unusual category: Online Course,
envirothon_programs.csv,Regional Envirothon Competition,,MEDIUM,,invalid_values,Unusual location_type: Regional,
envirothon_programs.csv,State Envirothon Competition,,MEDIUM,,invalid_values,Unusual location_type: State,
envirothon_programs.csv,NCF-Envirothon National Competition,,MEDIUM,,invalid_values,Unusual location_type: National,
envirothon_programs.csv,Envirothon Training Materials,,MEDIUM,,invalid_values,Unusual category: Study Resources,
envirothon_programs.csv,Envirothon Current Issue Program,,MEDIUM,,invalid_values,Unusual category: Research Project; Unusual location_type: Team-based,
envirothon_programs.csv,Envirothon Advisor Training,,MEDIUM,,invalid_values,Unusual category: Professional Development,
envirothon_programs.csv,Envirothon Alumni Network,,MEDIUM,,invalid_values,Unusual category: Alumni Network,
envirothon_programs.csv,Envirothon Field Day Training Events,,MEDIUM,,invalid_values,Unusual category: Training Event; Unusual location_type: Regional,
exploravision_programs.csv,ExploraVision Primary Division (K-3),,MEDIUM,,invalid_values,Unusual location_type: School-based,
exploravision_programs.csv,ExploraVision Upper Elementary Division (4-6),,MEDIUM,,invalid_values,Unusual location_type: School-based,
exploravision_programs.csv,ExploraVision Middle School Division (7-9),,MEDIUM,,invalid_values,Unusual location_type: School-based,
exploravision_programs.csv,ExploraVision High School Division (10-12),,MEDIUM,,invalid_values,Unusual location_type: School-based,
exploravision_programs.csv,ExploraVision National Winners Awards,,MEDIUM,,invalid_values,Unusual location_type: Award ceremony in Washington D.C. area,
future_city_competition.csv,Future City Competition - Full Program,,MEDIUM,,invalid_values,Unusual location_type: School-based with regional finals,
future_city_competition.csv,Future City - SimCity Virtual City Component,,MEDIUM,,invalid_values,Unusual location_type: School-based,
future_city_competition.csv,Future City - Physical Model Construction,,MEDIUM,,invalid_values,Unusual location_type: School-based,
future_city_competition.csv,Future City - Engineering Essay Component,,MEDIUM,,invalid_values,Unusual location_type: School-based,
future_city_competition.csv,Future City - Oral Presentation and Q&A,,MEDIUM,,invalid_values,Unusual location_type: Regional competition venue,
future_city_competition.csv,Future City - Regional Competition Finals,,MEDIUM,,invalid_values,"Unusual location_type: Regional competition venues (universities, companies)",
future_city_competition.csv,Future City - National Finals Competition,,MEDIUM,,invalid_values,"Unusual location_type: Washington, D.C.",
future_city_competition.csv,Future City - Special Recognition Awards,,MEDIUM,,invalid_values,Unusual location_type: Regional and national competitions,
google_cs_edu_programs.csv,Google Computer Science Summer Institute (CSSI),,MEDIUM,,invalid_values,Unusual location_type: Residential,
google_cs_edu_programs.csv,Google Educator Training: CS,,MEDIUM,,invalid_values,Unusual category: Teacher Training,
google_cs_edu_programs.csv,Google Computational Thinking Course,,MEDIUM,,invalid_values,Unusual location_type: School-based,
google_cs_edu_programs.csv,Google Applied Computing Series,,MEDIUM,,invalid_values,Unusual location_type: School-based,
ibm_skillsbuild_programs.csv,Cybersecurity Fundamentals,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,Professional Skills Development,,MEDIUM,,invalid_values,Unusual category: Career Readiness,
ibm_skillsbuild_programs.csv,Web Development Basics,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,Quantum Computing Introduction,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,UX Design Fundamentals,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,IT Support Fundamentals,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,Agile Methodology,,MEDIUM,,invalid_values,Unusual category: Career Readiness,
ibm_skillsbuild_programs.csv,Job Readiness Skills,,MEDIUM,,invalid_values,Unusual category: Career Readiness,
ibm_skillsbuild_programs.csv,Enterprise Computing Basics,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,Sustainability and Technology,,MEDIUM,,invalid_values,Unusual category: Online Course,
ibm_skillsbuild_programs.csv,Explore available learning,,MEDIUM,,invalid_values,Unusual category: Career Readiness,
igem_highschool_programs.csv,iGEM High School Competition,,MEDIUM,,invalid_values,Unusual location_type: School-based with travel,
igem_highschool_programs.csv,iGEM Distribution Kit (High School),,MEDIUM,,invalid_values,Unusual location_type: School lab,
igem_highschool_programs.csv,iGEM Human Practices (High School),,MEDIUM,,invalid_values,Unusual location_type: Community-based,
jason_learning_programs.csv,JASON Family STEM Engagement Activities,,MEDIUM,,invalid_values,Unusual location_type: Home-based,
khan_academy_programs.csv,Khan Academy Early Math,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Arithmetic,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Pre-Algebra,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Algebra 1,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Geometry,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Algebra 2,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Trigonometry,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Precalculus,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy AP Calculus AB,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy AP Calculus BC,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Statistics and Probability,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Biology,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Chemistry,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Physics,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Computer Programming,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy HTML/CSS,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy SQL,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Computer Science Principles,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Algorithms,,MEDIUM,,invalid_values,Unusual category: Online Course,
khan_academy_programs.csv,Khan Academy Cryptography,,MEDIUM,,invalid_values,Unusual category: Online Course,
kode_with_klossy_programs.csv,Kode With Klossy Capstone Project,,MEDIUM,,invalid_values,Unusual location_type: Based on camp format,
lockheed_martin_programs.csv,Code Quest Academy,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
lockheed_martin_programs.csv,CyberQuest Academy,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
lockheed_martin_programs.csv,Lockheed Martin Engineering Design Challenge,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
lockheed_martin_programs.csv,Lockheed Martin Space Mission Challenge,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
lockheed_martin_programs.csv,Lockheed Martin AI and Robotics Challenge,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
lockheed_martin_programs.csv,Lockheed Martin STEM Teacher Professional Development,,MEDIUM,,invalid_values,Unusual category: Professional Development,
lockheed_martin_programs.csv,STEM Education,,MEDIUM,,invalid_values,Unusual category: Engineering Challenge,
mathworks_m3_programs.csv,M3 Challenge Technical Computing Prize,,MEDIUM,,invalid_values,Unusual category: Special Prize Category,
mathworks_m3_programs.csv,M3 Challenge Finalist Event,,MEDIUM,,invalid_values,Unusual category: National Finals Event; Unusual location_type: National,
mathworks_m3_programs.csv,M3 Challenge Practice Problems,,MEDIUM,,invalid_values,Unusual category: Study Resources,
mathworks_m3_programs.csv,M3 Challenge Team Formation Resources,,MEDIUM,,invalid_values,Unusual category: Team Resources,
mathworks_m3_programs.csv,M3 Challenge Mathematical Modeling Webinars,,MEDIUM,,invalid_values,Unusual category: Educational Webinar,
mathworks_m3_programs.csv,M3 Challenge Advisor Network,,MEDIUM,,invalid_values,Unusual category: Educator Network,
